2018-03-11 12:43:41 [scrapy.utils.log] INFO: Scrapy 1.4.0 started (bot: tutorial)
2018-03-11 12:43:41 [scrapy.utils.log] INFO: Overridden settings: {'BOT_NAME': 'tutorial', 'LOG_FILE': 'logfile-women-odi-all-batting.log', 'NEWSPIDER_MODULE': 'tutorial.spiders', 'ROBOTSTXT_OBEY': True, 'SPIDER_MODULES': ['tutorial.spiders']}
2018-03-11 12:43:41 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2018-03-11 12:43:41 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.robotstxt.RobotsTxtMiddleware',
 'scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2018-03-11 12:43:41 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2018-03-11 12:43:41 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2018-03-11 12:43:41 [scrapy.core.engine] INFO: Spider opened
2018-03-11 12:43:41 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2018-03-11 12:43:41 [scrapy.extensions.telnet] DEBUG: Telnet console listening on 127.0.0.1:6023
2018-03-11 12:55:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=13&month=12&year=2000> (referer: None)
2018-03-11 12:55:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=14&month=12&year=2000> (referer: None)
2018-03-11 12:55:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=15&month=12&year=2000> (referer: None)
2018-03-11 12:55:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=17&month=12&year=2000> (referer: None)
2018-03-11 12:55:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=18&month=12&year=2000> (referer: None)
2018-03-11 12:55:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=19&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=20&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=21&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=22&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=27&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=25&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=23&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=28&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=24&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=26&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=30&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=31&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=29&month=12&year=2000> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=01&month=01&year=2001> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=02&month=01&year=2001> (referer: None)
2018-03-11 12:55:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=03&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=06&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=04&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=07&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=08&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=05&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=09&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=10&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=11&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=12&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=13&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=14&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=15&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=16&month=12&year=2000> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=16&month=01&year=2001> (referer: None)
2018-03-11 12:55:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=17&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=18&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=19&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=20&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=21&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=22&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=23&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=24&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=25&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=26&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=27&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=28&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=29&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=30&month=01&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=01&month=02&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=02&month=02&year=2001> (referer: None)
2018-03-11 12:55:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=31&month=01&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=03&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=04&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=05&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=06&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=08&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=11&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=12&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=13&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=14&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=10&month=02&year=2001> (referer: None)
2018-03-11 12:55:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=15&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=16&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=17&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=18&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=07&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=20&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=21&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=09&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=19&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=22&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=23&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=24&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=01&month=03&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=25&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=26&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=27&month=02&year=2001> (referer: None)
2018-03-11 12:55:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=28&month=02&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=02&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=03&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=04&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=05&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=06&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=07&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=08&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=09&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=10&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=11&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=12&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=13&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=14&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=15&month=03&year=2001> (referer: None)
2018-03-11 12:55:09 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=17&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=18&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=19&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=20&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=21&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=22&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=23&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=16&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=29&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=24&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=25&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=26&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=27&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=28&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=30&month=03&year=2001> (referer: None)
2018-03-11 12:55:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=31&month=03&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=04&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=05&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=06&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=07&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=08&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=02&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=03&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=09&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=10&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=13&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=11&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=12&month=04&year=2001> (referer: None)
2018-03-11 12:55:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=14&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=15&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=16&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=17&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=01&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=18&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=19&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=22&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=23&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=24&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=21&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=28&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=27&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=25&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=20&month=04&year=2001> (referer: None)
2018-03-11 12:55:12 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://www.relianceiccrankings.com/datespecific/womenodi/?stattype=batting&day=01&month=05&year=2001> (referer: None)
